UB Account Number,Service File Number,Acct Status,,UB Address,Zip (Lot),H.S. Service,UB Mapped - Private Side Verification Method,UB Mapped - Public Side Verification Method,H.S. Verification Method,S.S. Service,UB Private Side,UB Utility Side,UB SL Category,S.S. Verification Method,S.S. Previously Lead?,UB Account Type,
000175-000,1951,Active,,115 N FIFTH AV,10550,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
000176-000,5882,Active,,113 N FIFTH AV,10550,Copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
000177-000,660,Active,,111 N FIFTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000178-000,9885,Active,,105 N FIFTH AV,10550,Copper,Field Inspection,Records,Onsite Verification,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
000179-000,12054,Active,,37 N FIFTH AV,10550,cast iron,Field Inspection,Records,Field Inspection,Iron,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
000181-000,5986,Delete,,11 N FIFTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000182-000,1606,Delete,,1 N FIFTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000183-000,5942,Active,,18 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000184-000,4639,Active,,20 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000185-000,5158,Active,,24 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000186-000,3897,Active,,26 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000187-000,4548,Active,,30 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000188-000,3067,Active,,32 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000189-000,1715,Active,,36 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000190-000,990,Active,,112 N SIXTH AV,10550,Copper,Customer Identification with Photo or Other Verification,Records,Customer ID with Photo or Other Verification,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
000191-000,3231,Active,,116 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000192-000,202,Active,,120 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000193-000,3368,Active,,122 N SIXTH AV,10550,Lead,Records,Records,Records,Lead,Lead,Lead,Lead,Records,Yes,Billable,1
000194-000,3345,Active,,124 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000195-000,1190,Active,,128 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000196-000,3132,Active,,132 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000197-000,1073,Active,,134 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000198-000,5433,Active,,142 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000199-000,6127,Active,,208 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000200-000,3899,Active,,212 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000201-000,495,Active,,216 N SIXTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
000202-000,617,Active,,218 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000203-000,808,Active,,222 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000204-000,6473,Active,,226 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000205-000,1136,Active,,232 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000206-000,662,Active,,25 W LINCOLN AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000207-000,2322,Active,,225 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000208-000,1189,Active,,223 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000209-000,6216,Active,,217 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000210-000,5562,Active,,213 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000211-000,1525,Active,,211 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000212-000,481,Active,,201 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000213-000,1060,Active,,147 N SIXTH AV,10550,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
000214-000,1811,Active,,139 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000215-000,2095,Active,,137 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000216-000,2196,Active,,133 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000217-000,251,Active,,131 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000218-000,4655,Active,,129 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000219-000,5859,Active,,127 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000220-000,3205,Active,,125 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000221-000,1774,Active,,121 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000222-000,2007,Active,,119 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000223-000,5349,Active,,117 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000224-000,698,Active,,111 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000225-000,11455,Active,,23 N SIXTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000226-000,5295,Active,,15 N SIXTH AV,10550,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
000227-000,2198,Active,,13 N SIXTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
000228-000,1173,Active,,11 N SIXTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
000229-000,668,Active,,14 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000233-000,3034,Active,,18 N SEVENTH AV,10550,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
000235-000,2531,Delete,,28 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000236-000,4218,Active,,30 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000237-000,3354,Active,,36 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000238-000,1329,Active,,112 N SEVENTH AV,10550,Lead,Field Inspection,Records,Field Inspection,Lead,Lead,Lead,Lead,Records,Yes,Billable,1
000239-000,4759,Active,,114 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000240-000,4762,Active,,116 N SEVENTH AV,10550,Copper,Field Inspection,Records,Onsite Verification,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
000241-000,604,Active,,118 N SEVENTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
000242-000,157,Active,,120 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000243-000,1162,Active,,122 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000244-000,1163,Active,,124 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000245-000,2182,Active,,126 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000246-000,3560,Active,,128 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000247-000,1253,Active,,132 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000248-000,938,Active,,134 N SEVENTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
000249-000,1314,Active,,136 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000250-000,434,Active,,138 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000251-000,433,Active,,140 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000252-000,11399,Active,,210 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000253-000,11103,Active,,220 N SEVENTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
000254-000,3110,Active,,224 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000255-000,11217,Active,,228 N SEVENTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
000256-000,6943,Active,,230 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000257-000,7691,Active,,234 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000258-000,5258,Active,,240 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000259-000,8857,Active,,302 N SEVENTH AV,10550,copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
000260-000,4993,Active,,312 N SEVENTH AV,10550,copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
000261-000,4743,Active,,314 N SEVENTH AV,10550,copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
000262-000,2346,Active,,318 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000263-000,1216,Active,,324 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000264-000,6870,Active,,340 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000265-000,8996,Active,,342 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000266-000,6871,Active,,344 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000267-000,8925,Active,,346 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000268-000,5427,Active,,348 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000269-000,1109,Active,,351 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000270-000,2844,Active,,347 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000271-000,4180,Active,,345 N SEVENTH AV,10550,Copper,Records,Records,Records,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
000272-000,1020,Active,,343 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000273-000,1019,Active,,337 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000274-000,5421,Active,,333 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000275-000,4904,Active,,329 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000276-000,4908,Active,,327 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000277-000,3994,Active,,325 N SEVENTH AV,10550,Copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
000278-000,1300,Active,,321 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000279-000,2163,Active,,319 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000280-000,3478,Active,,317 N SEVENTH AV,10550,Lead,Field Inspection,Records,Field Inspection,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
000281-000,3451,Active,,315 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000282-000,3416,Active,,313 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000283-000,3444,Active,,311 N SEVENTH AV,10550,Copper,Customer Identification with Photo or Other Verification,Records, Customer Identification,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
000284-000,3504,Active,,309 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000285-000,4509,Active,,229 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000286-000,2380,Active,,227 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000287-000,7405,Active,,223 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000288-000,1250,Active,,219 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000289-000,1062,Active,,215 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000290-000,3686,Active,,209 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000291-000,3126,Active,,207 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000292-000,9553,Active,,205 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000293-000,879,Active,,201 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000294-000,3342,Active,,147 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000295-000,553,Active,,141 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000296-000,558,Active,,135 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000297-000,557,Active,,133 N SEVENTH AV,10550,Lead,Field Inspection,Records,Field Inspection,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
000298-000,679,Active,,131 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000299-000,705,Active,,129 N SEVENTH AV,10550,Galvanized,Other,Records,Other,Lead,Galvanized,Lead,Lead,Records,Yes,Billable,1
000300-000,290,Active,,127 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000301-000,2262,Active,,123 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000302-000,12500,Active,,117 N SEVENTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
000303-000,3083,Active,,113 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000304-000,551,Active,,111 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000305-000,5908,Active,,37 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000306-000,1005,Active,,29 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000307-000,499,Active,,25 N SEVENTH AV,10550,Copper,Records,Records,Records,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
000308-000,3798,Active,,21 N SEVENTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000309-000,83,Active,,16 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000310-000,637,Active,,20 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000311-000,7918,Active,,24 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000312-000,1133,Active,,28 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000313-000,922,Active,,32 N EIGHTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
000314-000,983,Active,,36 N EIGHTH AV,10550,Lead,Field Inspection,Records,Field Inspection,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
000315-000,6535,Active,,40 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000316-000,1516,Active,,44 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000317-000,1877,Active,,48 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000318-000,280,Active,,52 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000319-000,1579,Active,,56 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
000320-000,2880,Active,,60 N EIGHTH AV,10550,Copper,Field Inspection,Records,Onsite Verification,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
000321-000,2421,Active,,110 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000322-000,5127,Active,,114 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
000323-000,1939,Active,,120 N EIGHTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
